Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-03-11,60.0,60.0,60.0,60.0,0,0,0
2020-03-12,60.0,60.0,60.0,60.0,0,0,0
2020-03-13,60.0,60.0,60.0,60.0,0,0,0
2020-03-16,60.0,60.0,60.0,60.0,0,0,0
2020-03-17,60.0,60.0,60.0,60.0,0,0,0
2020-03-18,60.0,60.0,60.0,60.0,0,0,0
2020-03-19,60.0,60.0,60.0,60.0,0,0,0
2020-03-20,60.0,60.0,60.0,60.0,0,0,0
2020-03-23,60.0,60.0,60.0,60.0,0,0,0
2020-03-24,60.0,60.0,60.0,60.0,0,0,0
2020-03-26,60.0,60.0,60.0,60.0,0,0,0
2020-03-27,60.0,60.0,60.0,60.0,0,0,0
2020-03-30,60.0,60.0,60.0,60.0,0,0,0
2020-03-31,60.0,60.0,60.0,60.0,0,0,0
2020-04-01,60.0,60.0,60.0,60.0,0,0,0
2020-04-02,60.0,60.0,60.0,60.0,0,0,0
2020-04-03,60.0,60.0,60.0,60.0,0,0,0
2020-04-06,60.0,60.0,60.0,60.0,0,0,0
2020-04-07,60.0,60.0,60.0,60.0,0,0,0
2020-04-08,60.0,60.0,60.0,60.0,0,0,0
2020-04-09,60.0,60.0,60.0,60.0,0,0,0
2020-04-13,60.0,60.0,60.0,60.0,0,0,0
2020-04-14,60.0,60.0,60.0,60.0,0,0,0
2020-04-15,60.0,60.0,60.0,60.0,0,0,0
2020-04-16,60.0,60.0,60.0,60.0,0,0,0
2020-04-17,60.0,60.0,60.0,60.0,0,0,0
2020-04-20,60.0,60.0,60.0,60.0,0,0,0
2020-04-21,60.0,60.0,60.0,60.0,0,0,0
2020-04-22,60.0,60.0,60.0,60.0,0,0,0
2020-04-23,60.0,60.0,60.0,60.0,0,0,0
2020-04-24,60.0,60.0,60.0,60.0,0,0,0
2020-04-27,60.0,60.0,60.0,60.0,0,0,0
2020-04-28,60.0,60.0,60.0,60.0,0,0,0
2020-04-29,60.0,60.0,60.0,60.0,0,0,0
2020-04-30,60.0,60.0,60.0,60.0,0,0,0
2020-05-04,60.0,60.0,60.0,60.0,0,0,0
2020-05-05,60.0,60.0,60.0,60.0,0,0,0
2020-05-06,60.0,60.0,60.0,60.0,0,0,0
2020-05-08,60.0,60.0,60.0,60.0,0,0,0
2020-05-11,60.0,60.0,60.0,60.0,0,0,0
2020-05-12,60.0,60.0,60.0,60.0,0,0,0
2020-05-13,60.0,60.0,60.0,60.0,0,0,0
2020-05-14,60.0,60.0,60.0,60.0,0,0,0
2020-05-15,60.0,60.0,60.0,60.0,0,0,0
2020-05-18,60.0,60.0,60.0,60.0,0,0,0
2020-05-19,60.0,60.0,60.0,60.0,0,0,0
2020-05-20,60.0,60.0,60.0,60.0,0,0,0
2020-05-26,60.0,60.0,60.0,60.0,0,0,0
2020-05-27,60.0,60.0,60.0,60.0,0,0,0
2020-05-28,60.0,60.0,60.0,60.0,0,0,0
2020-05-29,60.0,60.0,60.0,60.0,0,0,0
2020-06-02,60.0,60.0,60.0,60.0,0,0,0
2020-06-03,60.0,60.0,60.0,60.0,0,0,0
2020-06-04,60.0,60.0,60.0,60.0,0,0,0
2020-06-05,60.0,60.0,60.0,60.0,0,0,0
2020-06-08,60.0,60.0,60.0,60.0,0,0,0
2020-06-09,60.0,60.0,60.0,60.0,0,0,0
2020-06-10,60.0,60.0,60.0,60.0,0,0,0
2020-06-11,60.0,60.0,60.0,60.0,0,0,0
2020-06-12,60.0,60.0,60.0,60.0,0,0,0
2020-06-15,60.0,60.0,60.0,60.0,0,0,0
2020-06-16,60.0,60.0,60.0,60.0,0,0,0
2020-06-17,60.0,60.0,60.0,60.0,0,0,0
2020-06-18,60.0,60.0,60.0,60.0,0,0,0
2020-06-19,60.0,60.0,60.0,60.0,0,0,0
2020-06-22,60.0,60.0,60.0,60.0,0,0,0
2020-06-23,60.0,60.0,60.0,60.0,0,0,0
2020-06-24,60.0,60.0,60.0,60.0,0,0,0
2020-06-25,60.0,60.0,60.0,60.0,0,0,0
2020-06-26,60.0,60.0,60.0,60.0,0,0,0
2020-06-29,60.0,60.0,60.0,60.0,0,0,0
2020-06-30,60.0,60.0,60.0,60.0,0,0,0
2020-07-01,60.0,60.0,60.0,60.0,0,0,0
2020-07-02,60.0,60.0,60.0,60.0,0,0,0
2020-07-03,60.0,60.0,60.0,60.0,0,0,0
2020-07-06,60.0,60.0,60.0,60.0,0,0,0
2020-07-07,60.0,60.0,60.0,60.0,0,0,0
2020-07-08,60.0,60.0,60.0,60.0,0,0,0
2020-07-09,60.0,60.0,60.0,60.0,0,0,0
2020-07-10,60.0,60.0,60.0,60.0,0,0,0
2020-07-13,60.0,60.0,60.0,60.0,0,0,0
2020-07-14,60.0,60.0,60.0,60.0,0,0,0
2020-07-15,60.0,60.0,60.0,60.0,0,0,0
2020-07-16,60.0,60.0,60.0,60.0,0,0,0
2020-07-17,60.0,60.0,60.0,60.0,0,0,0
2020-07-20,60.0,60.0,60.0,60.0,0,0,0
2020-07-21,60.0,60.0,60.0,60.0,0,0,0
2020-07-22,60.0,60.0,60.0,60.0,0,0,0
2020-07-23,60.0,60.0,60.0,60.0,0,0,0
2020-07-24,60.0,60.0,60.0,60.0,0,0,0
2020-07-27,60.0,60.0,60.0,60.0,0,0,0
2020-07-28,60.0,60.0,60.0,60.0,0,0,0
2020-07-29,60.0,60.0,60.0,60.0,0,0,0
2020-07-30,60.0,60.0,60.0,60.0,0,0,0
2020-08-03,60.0,60.0,60.0,60.0,0,0,0
2020-08-04,60.0,60.0,60.0,60.0,0,0,0
2020-08-05,60.0,60.0,60.0,60.0,0,0,0
2020-08-06,60.0,60.0,60.0,60.0,0,0,0
2020-08-07,60.0,60.0,60.0,60.0,0,0,0
2020-08-10,60.0,60.0,60.0,60.0,0,0,0
2020-08-11,60.0,60.0,60.0,60.0,0,0,0
2020-08-12,60.0,60.0,60.0,60.0,0,0,0
2020-08-13,60.0,60.0,60.0,60.0,0,0,0
2020-08-14,60.0,60.0,60.0,60.0,0,0,0
2020-08-18,60.0,60.0,60.0,60.0,0,0,0
2020-08-19,60.0,60.0,60.0,60.0,0,0,0
2020-08-24,60.0,60.0,60.0,60.0,0,0,0
2020-08-25,60.0,60.0,60.0,60.0,0,0,0
2020-08-26,60.0,60.0,60.0,60.0,0,0,0
2020-08-27,60.0,60.0,60.0,60.0,0,0,0
2020-08-28,60.0,60.0,60.0,60.0,0,0,0
2020-08-31,60.0,60.0,60.0,60.0,0,0,0
2020-09-01,60.0,60.0,60.0,60.0,0,0,0
2020-09-02,60.0,60.0,60.0,60.0,0,0,0
2020-09-03,60.0,60.0,60.0,60.0,0,0,0
2020-09-04,60.0,60.0,60.0,60.0,0,0,0
2020-09-07,60.0,60.0,60.0,60.0,0,0,0
2020-09-08,60.0,60.0,60.0,60.0,0,0,0
2020-09-09,60.0,60.0,60.0,60.0,0,0,0
2020-09-10,60.0,60.0,60.0,60.0,0,0,0
2020-09-11,60.0,60.0,60.0,60.0,0,0,0
2020-09-14,60.0,60.0,60.0,60.0,0,0,0
2020-09-15,60.0,60.0,60.0,60.0,0,0,0
2020-09-16,60.0,60.0,60.0,60.0,0,0,0
2020-09-17,60.0,60.0,60.0,60.0,0,0,0
2020-09-18,60.0,60.0,60.0,60.0,0,0,0
2020-09-21,60.0,60.0,60.0,60.0,0,0,0
2020-09-22,60.0,60.0,60.0,60.0,0,0,0
2020-09-23,60.0,60.0,60.0,60.0,0,0,0
2020-09-24,60.0,60.0,60.0,60.0,0,0,0
2020-09-25,60.0,60.0,60.0,60.0,0,0,0
2020-09-28,60.0,60.0,60.0,60.0,0,0,0
2020-09-29,60.0,60.0,60.0,60.0,0,0,0
2020-09-30,60.0,60.0,60.0,60.0,0,0,0
2020-10-01,60.0,60.0,60.0,60.0,0,0,0
2020-10-02,60.0,60.0,60.0,60.0,0,0,0
2020-10-05,60.0,60.0,60.0,60.0,0,0,0
2020-10-06,60.0,60.0,60.0,60.0,0,0,0
2020-10-07,60.0,60.0,60.0,60.0,0,0,0
2020-10-08,60.0,60.0,60.0,60.0,0,0,0
2020-10-09,60.0,60.0,60.0,60.0,0,0,0
2020-10-12,60.0,60.0,60.0,60.0,0,0,0
2020-10-13,60.0,60.0,60.0,60.0,0,0,0
2020-10-14,60.0,60.0,60.0,60.0,0,0,0
2020-10-15,60.0,60.0,60.0,60.0,0,0,0
2020-10-16,60.0,60.0,60.0,60.0,0,0,0
2020-10-19,60.0,60.0,60.0,60.0,0,0,0
2020-10-20,60.0,60.0,60.0,60.0,0,0,0
2020-10-21,60.0,60.0,60.0,60.0,0,0,0
2020-10-22,60.0,60.0,60.0,60.0,0,0,0
2020-10-23,60.0,60.0,60.0,60.0,0,0,0
2020-10-26,60.0,60.0,60.0,60.0,0,0,0
2020-10-27,60.0,60.0,60.0,60.0,0,0,0
2020-11-02,60.0,60.0,60.0,60.0,0,0,0
2020-11-03,60.0,60.0,60.0,60.0,0,0,0
2020-11-04,60.0,60.0,60.0,60.0,0,0,0
2020-11-05,60.0,60.0,60.0,60.0,0,0,0
2020-11-06,60.0,60.0,60.0,60.0,0,0,0
2020-11-09,60.0,60.0,60.0,60.0,0,0,0
2020-11-10,60.0,60.0,60.0,60.0,0,0,0
2020-11-11,60.0,60.0,60.0,60.0,0,0,0
2020-11-12,60.0,60.0,60.0,60.0,0,0,0
2020-11-13,60.0,60.0,60.0,60.0,0,0,0
2020-11-16,60.0,60.0,60.0,60.0,0,0,0
2020-11-17,60.0,60.0,60.0,60.0,0,0,0
2020-11-18,60.0,60.0,60.0,60.0,0,0,0
2020-11-19,60.0,60.0,60.0,60.0,0,0,0
2020-11-20,60.0,60.0,60.0,60.0,0,0,0
2020-11-23,60.0,60.0,60.0,60.0,0,0,0
2020-11-24,60.0,60.0,60.0,60.0,0,0,0
2020-11-25,60.0,60.0,60.0,60.0,0,0,0
2020-11-26,60.0,60.0,60.0,60.0,0,0,0
2020-11-27,60.0,60.0,60.0,60.0,0,0,0
2020-11-30,60.0,60.0,60.0,60.0,0,0,0
2020-12-01,60.0,60.0,60.0,60.0,0,0,0
2020-12-02,60.0,60.0,60.0,60.0,0,0,0
2020-12-03,60.0,60.0,60.0,60.0,0,0,0
2020-12-04,60.0,60.0,60.0,60.0,0,0,0
2020-12-07,60.0,60.0,60.0,60.0,0,0,0
2020-12-08,60.0,60.0,60.0,60.0,0,0,0
2020-12-10,60.0,60.0,60.0,60.0,0,0,0
2020-12-11,60.0,60.0,60.0,60.0,0,0,0
2020-12-14,60.0,60.0,60.0,60.0,0,0,0
2020-12-15,60.0,60.0,60.0,60.0,0,0,0
2020-12-16,60.0,60.0,60.0,60.0,0,0,0
2020-12-17,60.0,60.0,60.0,60.0,0,0,0
2020-12-18,60.0,60.0,60.0,60.0,0,0,0
2020-12-21,60.0,60.0,60.0,60.0,0,0,0
2020-12-22,60.0,60.0,60.0,60.0,0,0,0
2020-12-23,60.0,60.0,60.0,60.0,0,0,0
2020-12-28,60.0,60.0,60.0,60.0,0,0,0
2020-12-29,60.0,60.0,60.0,60.0,0,0,0
2020-12-30,60.0,60.0,60.0,60.0,0,0,0
2021-01-04,60.0,60.0,60.0,60.0,0,0,0
2021-01-05,60.0,60.0,60.0,60.0,0,0,0
2021-01-06,60.0,60.0,60.0,60.0,0,0,0
2021-01-07,60.0,60.0,60.0,60.0,0,0,0
2021-01-08,60.0,60.0,60.0,60.0,0,0,0
2021-01-11,60.0,60.0,60.0,60.0,0,0,0
2021-01-12,60.0,60.0,60.0,60.0,0,0,0
2021-01-13,60.0,60.0,60.0,60.0,0,0,0
2021-01-14,60.0,60.0,60.0,60.0,0,0,0
2021-01-15,60.0,60.0,60.0,60.0,0,0,0
2021-01-18,60.0,60.0,60.0,60.0,0,0,0
2021-01-19,60.0,60.0,60.0,60.0,0,0,0
2021-01-20,60.0,60.0,60.0,60.0,0,0,0
2021-01-21,60.0,60.0,60.0,60.0,0,0,0
2021-01-22,60.0,60.0,60.0,60.0,0,0,0
2021-01-25,60.0,60.0,60.0,60.0,0,0,0
2021-01-26,60.0,60.0,60.0,60.0,0,0,0
2021-01-27,60.0,60.0,60.0,60.0,0,0,0
2021-01-28,60.0,60.0,60.0,60.0,0,0,0
2021-01-29,60.0,60.0,60.0,60.0,0,0,0
2021-02-01,60.0,60.0,60.0,60.0,0,0,0
2021-02-02,60.0,60.0,60.0,60.0,0,0,0
2021-02-03,60.0,60.0,60.0,60.0,0,0,0
2021-02-04,60.0,60.0,60.0,60.0,0,0,0
2021-02-05,60.0,60.0,60.0,60.0,0,0,0
2021-02-08,60.0,60.0,60.0,60.0,0,0,0
2021-02-09,60.0,60.0,60.0,60.0,0,0,0
2021-02-10,60.0,60.0,60.0,60.0,0,0,0
2021-02-11,60.0,60.0,60.0,60.0,0,0,0
2021-02-15,60.0,60.0,60.0,60.0,0,0,0
2021-02-16,60.0,60.0,60.0,60.0,0,0,0
2021-02-17,60.0,60.0,60.0,60.0,0,0,0
2021-02-18,60.0,60.0,60.0,60.0,0,0,0
2021-02-19,60.0,60.0,60.0,60.0,0,0,0
2021-02-22,60.0,60.0,60.0,60.0,0,0,0
2021-02-23,60.0,60.0,60.0,60.0,0,0,0
2021-02-24,60.0,60.0,60.0,60.0,0,0,0
2021-02-25,60.0,60.0,60.0,60.0,0,0,0
2021-02-26,60.0,60.0,60.0,60.0,0,0,0
2021-03-01,60.0,60.0,60.0,60.0,0,0,0
2021-03-02,60.0,60.0,60.0,60.0,0,0,0
2021-03-03,60.0,60.0,60.0,60.0,0,0,0
2021-03-04,60.0,60.0,60.0,60.0,0,0,0
2021-03-05,60.0,60.0,60.0,60.0,0,0,0
2021-03-08,60.0,60.0,60.0,60.0,0,0,0
2021-03-09,60.0,60.0,60.0,60.0,0,0,0
2021-03-10,60.0,60.0,60.0,60.0,0,0,0
2021-03-12,60.0,60.0,60.0,60.0,0,0,0
2021-03-15,60.0,60.0,60.0,60.0,0,0,0
2021-03-16,60.0,60.0,60.0,60.0,0,0,0
2021-03-17,60.0,60.0,60.0,60.0,0,0,0
2021-03-18,60.0,60.0,60.0,60.0,0,0,0
2021-03-19,60.0,60.0,60.0,60.0,0,0,0
2021-03-22,60.0,60.0,60.0,60.0,0,0,0
2021-03-23,60.0,60.0,60.0,60.0,0,0,0
2021-03-24,60.0,60.0,60.0,60.0,0,0,0
2021-03-25,60.0,60.0,60.0,60.0,0,0,0
2021-03-26,60.0,60.0,60.0,60.0,0,0,0
2021-03-29,60.0,60.0,60.0,60.0,0,0,0
2021-03-30,60.0,60.0,60.0,60.0,0,0,0
2021-03-31,60.0,60.0,60.0,60.0,0,0,0
2021-04-01,60.0,60.0,60.0,60.0,0,0,0
2021-04-05,60.0,60.0,60.0,60.0,0,0,0
2021-04-06,60.0,60.0,60.0,60.0,0,0,0
2021-04-07,60.0,60.0,60.0,60.0,0,0,0
2021-04-08,60.0,60.0,60.0,60.0,0,0,0
2021-04-09,60.0,60.0,60.0,60.0,0,0,0
2021-04-12,60.0,60.0,60.0,60.0,0,0,0
2021-04-13,60.0,60.0,60.0,60.0,0,0,0
2021-04-14,60.0,60.0,60.0,60.0,0,0,0
2021-04-15,60.0,60.0,60.0,60.0,0,0,0
2021-04-16,60.0,60.0,60.0,60.0,0,0,0
2021-04-19,60.0,60.0,60.0,60.0,0,0,0
2021-04-20,60.0,60.0,60.0,60.0,0,0,0
2021-04-21,60.0,60.0,60.0,60.0,0,0,0
2021-04-22,60.0,60.0,60.0,60.0,0,0,0
2021-04-23,60.0,60.0,60.0,60.0,0,0,0
2021-04-26,60.0,60.0,60.0,60.0,0,0,0
2021-04-27,60.0,60.0,60.0,60.0,0,0,0
2021-04-28,60.0,60.0,60.0,60.0,0,0,0
2021-04-29,60.0,60.0,60.0,60.0,0,0,0
2021-04-30,60.0,60.0,60.0,60.0,0,0,0
2021-05-03,60.0,60.0,60.0,60.0,0,0,0
2021-05-04,60.0,60.0,60.0,60.0,0,0,0
2021-05-05,60.0,60.0,60.0,60.0,0,0,0
2021-05-06,60.0,60.0,60.0,60.0,0,0,0
2021-05-07,60.0,60.0,60.0,60.0,0,0,0
2021-05-10,60.0,60.0,60.0,60.0,0,0,0
2021-05-11,60.0,60.0,60.0,60.0,0,0,0
2021-05-17,60.0,60.0,60.0,60.0,0,0,0
2021-05-18,60.0,60.0,60.0,60.0,0,0,0
2021-05-19,60.0,60.0,60.0,60.0,0,0,0
2021-05-20,60.0,60.0,60.0,60.0,0,0,0
2021-05-21,60.0,60.0,60.0,60.0,0,0,0
2021-05-24,60.0,60.0,60.0,60.0,0,0,0
2021-05-25,60.0,60.0,60.0,60.0,0,0,0
2021-05-27,60.0,60.0,60.0,60.0,0,0,0
2021-05-28,60.0,60.0,60.0,60.0,0,0,0
2021-05-31,60.0,60.0,60.0,60.0,0,0,0
2021-06-02,60.0,60.0,60.0,60.0,0,0,0
2021-06-03,60.0,60.0,60.0,60.0,0,0,0
2021-06-04,60.0,60.0,60.0,60.0,0,0,0
2021-06-07,60.0,60.0,60.0,60.0,0,0,0
2021-06-08,60.0,60.0,60.0,60.0,0,0,0
2021-06-09,60.0,60.0,60.0,60.0,0,0,0
2021-06-10,60.0,60.0,60.0,60.0,0,0,0
2021-06-11,60.0,60.0,60.0,60.0,0,0,0
2021-06-14,60.0,60.0,60.0,60.0,0,0,0
2021-06-15,60.0,60.0,60.0,60.0,0,0,0
2021-06-16,60.0,60.0,60.0,60.0,0,0,0
2021-06-17,60.0,60.0,60.0,60.0,0,0,0
2021-06-18,60.0,60.0,60.0,60.0,0,0,0
2021-06-21,60.0,60.0,60.0,60.0,0,0,0
2021-06-22,60.0,60.0,60.0,60.0,0,0,0
2021-06-23,60.0,60.0,60.0,60.0,0,0,0
2021-06-24,60.0,60.0,60.0,60.0,0,0,0
2021-06-25,60.0,60.0,60.0,60.0,0,0,0
2021-06-28,60.0,60.0,60.0,60.0,0,0,0
2021-06-29,60.0,60.0,60.0,60.0,0,0,0
2021-06-30,60.0,60.0,60.0,60.0,0,0,0
2021-07-01,60.0,60.0,60.0,60.0,0,0,0
2021-07-02,60.0,60.0,60.0,60.0,0,0,0
2021-07-05,60.0,60.0,60.0,60.0,0,0,0
2021-07-06,60.0,60.0,60.0,60.0,0,0,0
2021-07-07,60.0,60.0,60.0,60.0,0,0,0
2021-07-08,60.0,60.0,60.0,60.0,0,0,0
2021-07-09,60.0,60.0,60.0,60.0,0,0,0
2021-07-12,60.0,60.0,60.0,60.0,0,0,0
2021-07-13,60.0,60.0,60.0,60.0,0,0,0
2021-07-14,60.0,60.0,60.0,60.0,0,0,0
2021-07-15,60.0,60.0,60.0,60.0,0,0,0
2021-07-16,60.0,60.0,60.0,60.0,0,0,0
2021-07-19,60.0,60.0,60.0,60.0,0,0,0
2021-07-21,60.0,60.0,60.0,60.0,0,0,0
2021-07-22,60.0,60.0,60.0,60.0,0,0,0
2021-07-23,60.0,60.0,60.0,60.0,0,0,0
2021-07-26,60.0,60.0,60.0,60.0,0,0,0
2021-07-27,60.0,60.0,60.0,60.0,0,0,0
2021-07-28,60.0,60.0,60.0,60.0,0,0,0
2021-07-29,60.0,60.0,60.0,60.0,0,0,0
2021-07-30,60.0,60.0,60.0,60.0,0,0,0
2021-08-02,60.0,60.0,60.0,60.0,0,0,0
2021-08-03,60.0,60.0,60.0,60.0,0,0,0
2021-08-04,60.0,60.0,60.0,60.0,0,0,0
2021-08-05,60.0,60.0,60.0,60.0,0,0,0
2021-08-06,60.0,60.0,60.0,60.0,0,0,0
2021-08-09,60.0,60.0,60.0,60.0,0,0,0
2021-08-10,60.0,60.0,60.0,60.0,0,0,0
2021-08-12,60.0,60.0,60.0,60.0,0,0,0
2021-08-13,60.0,60.0,60.0,60.0,0,0,0
2021-08-16,60.0,60.0,60.0,60.0,0,0,0
2021-08-18,60.0,60.0,60.0,60.0,0,0,0
2021-08-19,60.0,60.0,60.0,60.0,0,0,0
2021-08-20,60.0,60.0,60.0,60.0,0,0,0
2021-08-23,60.0,60.0,60.0,60.0,0,0,0
2021-08-24,60.0,60.0,60.0,60.0,0,0,0
2021-08-25,60.0,60.0,60.0,60.0,0,0,0
2021-08-26,60.0,60.0,60.0,60.0,0,0,0
2021-08-27,60.0,60.0,60.0,60.0,0,0,0
2021-08-30,60.0,60.0,60.0,60.0,0,0,0
2021-08-31,60.0,60.0,60.0,60.0,0,0,0
2021-09-01,60.0,60.0,60.0,60.0,0,0,0
2021-09-02,60.0,60.0,60.0,60.0,0,0,0
2021-09-03,60.0,60.0,60.0,60.0,0,0,0
2021-09-06,60.0,60.0,60.0,60.0,0,0,0
2021-09-07,60.0,60.0,60.0,60.0,0,0,0
2021-09-08,60.0,60.0,60.0,60.0,0,0,0
2021-09-09,60.0,60.0,60.0,60.0,0,0,0
2021-09-10,60.0,60.0,60.0,60.0,0,0,0
2021-09-13,60.0,60.0,60.0,60.0,0,0,0
2021-09-14,60.0,60.0,60.0,60.0,0,0,0
2021-09-15,60.0,60.0,60.0,60.0,0,0,0
2021-09-16,60.0,60.0,60.0,60.0,0,0,0
2021-09-17,60.0,60.0,60.0,60.0,0,0,0
2021-09-20,60.0,60.0,60.0,60.0,0,0,0
2021-09-21,60.0,60.0,60.0,60.0,0,0,0
2021-09-22,60.0,60.0,60.0,60.0,0,0,0
2021-09-23,60.0,60.0,60.0,60.0,0,0,0
2021-09-24,60.0,60.0,60.0,60.0,0,0,0
2021-09-27,60.0,60.0,60.0,60.0,0,0,0
2021-09-28,60.0,60.0,60.0,60.0,0,0,0
2021-09-29,60.0,60.0,60.0,60.0,0,0,0
2021-09-30,60.0,60.0,60.0,60.0,0,0,0
2021-10-01,60.0,60.0,60.0,60.0,0,0,0
2021-10-04,60.0,60.0,60.0,60.0,0,0,0
2021-10-05,60.0,60.0,60.0,60.0,0,0,0
2021-10-06,60.0,60.0,60.0,60.0,0,0,0
2021-10-07,60.0,60.0,60.0,60.0,0,0,0
2021-10-08,60.0,60.0,60.0,60.0,0,0,0
2021-10-11,60.0,60.0,60.0,60.0,0,0,0
2021-10-12,60.0,60.0,60.0,60.0,0,0,0
2021-10-13,60.0,60.0,60.0,60.0,0,0,0
2021-10-14,60.0,60.0,60.0,60.0,0,0,0
2021-10-15,60.0,60.0,60.0,60.0,0,0,0
2021-10-18,60.0,60.0,60.0,60.0,0,0,0
2021-10-19,60.0,60.0,60.0,60.0,0,0,0
2021-10-21,60.0,60.0,60.0,60.0,0,0,0
2021-10-22,60.0,60.0,60.0,60.0,0,0,0
2021-10-25,60.0,60.0,60.0,60.0,0,0,0
2021-10-26,60.0,60.0,60.0,60.0,0,0,0
2021-10-27,60.0,60.0,60.0,60.0,0,0,0
2021-10-28,60.0,60.0,60.0,60.0,0,0,0
2021-10-29,60.0,60.0,60.0,60.0,0,0,0
2021-11-01,60.0,60.0,60.0,60.0,0,0,0
2021-11-02,60.0,60.0,60.0,60.0,0,0,0
2021-11-03,60.0,60.0,60.0,60.0,0,0,0
2021-11-04,60.0,60.0,60.0,60.0,0,0,0
2021-11-05,60.0,60.0,60.0,60.0,0,0,0
2021-11-08,60.0,60.0,60.0,60.0,0,0,0
2021-11-09,60.0,60.0,60.0,60.0,0,0,0
2021-11-10,60.0,60.0,60.0,60.0,0,0,0
2021-11-11,60.0,60.0,60.0,60.0,0,0,0
2021-11-12,60.0,60.0,60.0,60.0,0,0,0
2021-11-15,60.0,60.0,60.0,60.0,0,0,0
2021-11-16,60.0,60.0,60.0,60.0,0,0,0
2021-11-17,60.0,60.0,60.0,60.0,0,0,0
2021-11-18,60.0,60.0,60.0,60.0,0,0,0
2021-11-19,60.0,60.0,60.0,60.0,0,0,0
2021-11-22,60.0,60.0,60.0,60.0,0,0,0
2021-11-23,60.0,60.0,60.0,60.0,0,0,0
2021-11-24,60.0,60.0,60.0,60.0,0,0,0
2021-11-25,60.0,60.0,60.0,60.0,0,0,0
2021-11-26,60.0,60.0,60.0,60.0,0,0,0
2021-11-29,60.0,60.0,60.0,60.0,0,0,0
2021-11-30,60.0,60.0,60.0,60.0,0,0,0
2021-12-01,60.0,60.0,60.0,60.0,0,0,0
2021-12-02,60.0,60.0,60.0,60.0,0,0,0
2021-12-03,60.0,60.0,60.0,60.0,0,0,0
2021-12-06,60.0,60.0,60.0,60.0,0,0,0
2021-12-07,60.0,60.0,60.0,60.0,0,0,0
2021-12-08,60.0,60.0,60.0,60.0,0,0,0
2021-12-09,60.0,60.0,60.0,60.0,0,0,0
2021-12-10,60.0,60.0,60.0,60.0,0,0,0
2021-12-13,60.0,60.0,60.0,60.0,0,0,0
2021-12-14,60.0,60.0,60.0,60.0,0,0,0
2021-12-15,60.0,60.0,60.0,60.0,0,0,0
2021-12-16,60.0,60.0,60.0,60.0,0,0,0
2021-12-17,60.0,60.0,60.0,60.0,0,0,0
2021-12-20,60.0,60.0,60.0,60.0,0,0,0
2021-12-21,60.0,60.0,60.0,60.0,0,0,0
2021-12-22,60.0,60.0,60.0,60.0,0,0,0
2021-12-23,60.0,60.0,60.0,60.0,0,0,0
2021-12-24,60.0,60.0,60.0,60.0,0,0,0
2021-12-27,60.0,60.0,60.0,60.0,0,0,0
2021-12-28,60.0,60.0,60.0,60.0,0,0,0
2021-12-29,60.0,60.0,60.0,60.0,0,0,0
2021-12-30,60.0,60.0,60.0,60.0,0,0,0
2022-01-03,60.0,60.0,60.0,60.0,0,0,0
2022-01-04,60.0,60.0,60.0,60.0,0,0,0
2022-01-05,60.0,60.0,60.0,60.0,0,0,0
2022-01-06,60.0,60.0,60.0,60.0,0,0,0
2022-01-07,60.0,60.0,60.0,60.0,0,0,0
2022-01-10,60.0,60.0,60.0,60.0,0,0,0
2022-01-11,60.0,60.0,60.0,60.0,0,0,0
2022-01-12,60.0,60.0,60.0,60.0,0,0,0
2022-01-13,60.0,60.0,60.0,60.0,0,0,0
2022-01-14,60.0,60.0,60.0,60.0,0,0,0
2022-01-17,60.0,60.0,60.0,60.0,0,0,0
2022-01-18,60.0,60.0,60.0,60.0,0,0,0
2022-01-19,60.0,60.0,60.0,60.0,0,0,0
2022-01-20,60.0,60.0,60.0,60.0,0,0,0
2022-01-21,60.0,60.0,60.0,60.0,0,0,0
2022-01-24,60.0,60.0,60.0,60.0,0,0,0
2022-01-25,60.0,60.0,60.0,60.0,0,0,0
2022-01-26,60.0,60.0,60.0,60.0,0,0,0
2022-01-27,60.0,60.0,60.0,60.0,0,0,0
2022-01-28,60.0,60.0,60.0,60.0,0,0,0
2022-01-31,60.0,60.0,60.0,60.0,0,0,0
2022-02-02,60.0,60.0,60.0,60.0,0,0,0
2022-02-03,60.0,60.0,60.0,60.0,0,0,0
2022-02-04,60.0,60.0,60.0,60.0,0,0,0
2022-02-07,60.0,60.0,60.0,60.0,0,0,0
2022-02-08,60.0,60.0,60.0,60.0,0,0,0
2022-02-09,60.0,60.0,60.0,60.0,0,0,0
2022-02-10,60.0,60.0,60.0,60.0,0,0,0
2022-02-11,60.0,60.0,60.0,60.0,0,0,0
2022-02-14,60.0,60.0,60.0,60.0,0,0,0
2022-02-15,60.0,60.0,60.0,60.0,0,0,0
2022-02-16,60.0,60.0,60.0,60.0,0,0,0
2022-02-17,60.0,60.0,60.0,60.0,0,0,0
2022-02-18,60.0,60.0,60.0,60.0,0,0,0
2022-02-21,60.0,60.0,60.0,60.0,0,0,0
2022-02-22,60.0,60.0,60.0,60.0,0,0,0
2022-02-23,60.0,60.0,60.0,60.0,0,0,0
2022-02-24,60.0,60.0,60.0,60.0,0,0,0
2022-02-25,60.0,60.0,60.0,60.0,0,0,0
2022-03-01,60.0,60.0,60.0,60.0,0,0,0
2022-03-02,60.0,60.0,60.0,60.0,0,0,0
